"","word_clean","score"
"5004","  moqueur",-2
"5005","modéré",2
"5006"," modération",2
"5007"," modération",2
"5008","moderne",1
"5009","modeste",1
"5010"," modestie",1
"5011","molester",-2
"5012","attentat   pudeur",-2
"5013","amadouer",2
"5014","mémorable",2
"5015","monotonous",-2
"5016"," monotonie",-2
"5017","monstre",-2
"5018","monstruosités",-2
"5019"," monstruosité",-2
"5020","monstrueux",-2
"5021","monstrueusement",-2
"5022","monumental",2
"5023","monumentale",2
"5024","moody",-2
"5025","lune",-1
"5026","moot",-1
"5027","mope",-1
"5028","moral",2
"5029","moral",2
"5030","moralité",2
"5031","moraliser",2
"5032","morbide",-2
"5033","morbide",-2
"5034","mordant",-2
"5035","mordantly",-2
"5036"," plus",0
"5037","moribonds",-2
"5038"," mortification",-2
"5039","mortifié",-2
"5040","mourir",-2
"5041","mortifère",-2
"5042","mortifère",-2
"5043"," plupart ",0
"5044"," plupart",0
"5045","immobile",-1
"5046","motiver",2
"5047","motivés",2
"5048"," motivation",2
"5049"," motivation",2
"5050","motif",0
"5051","motif",0
"5052","motley",-2
"5053","pleurer",-2
"5054","pleureuse",-2
"5055","triste",-2
"5056","triste",-2
"5057","déplacer",0
"5058"," déplacement",2
"5059","beaucoup",0
"5060","méli-mélo",-1
"5061","boueux",-1
"5062","mudslinger",-2
"5063","dénigrement",-2
"5064","mulish",-2
"5065","multi-polarisation",-2
"5066","multi-polarisation",-2
"5067","maman",0
"5068","banal",-2
"5069","murder",-1
"5070","murder",-1
"5071","meurtrier",-1
"5072","meurtrière",-1
"5073","glauque",-1
"5074","muscle  flexion",-2
"5075","doit",0
"5076"," myriade ",1
"5077","mystérieux",-2
"5078","mystérieusement",-2
"5079","mystère",-2
"5080","mystifier",-1
"5081","mistified",-1
"5082","mythe",-2
"5083","mythe",-2
"5084","nag",-2
"5085","lancinante",-2
"5086","naïf",-2
"5087","naïvement",-2
"5088","nap",0
"5089","nap",0
"5090","étroit",-1
"5091","plus étroit",-2
"5092","plus étroit",-2
"5093","naissante",0
"5094","méchamment",-2
"5095"," malveillance",-2
"5096","nastya",-2
"5097"," nationalisme",-2
"5098"," nationalisme",-2
"5099","naturel",1
"5100","naturellement",1
"5101"," nature",0
"5102"," nature",0
"5103","coquine",-2
"5104"," nausée",-1
"5105","nauséabonde",-2
"5106"," horriblement",-2
"5107","navigables",1
"5108","soigné",1
"5109","parfaitement",1
"5110","nébuleux",-2
"5111","nébuleux",-2
"5112","nebulously",-2
"5113","nécessairement",1
"5114","nécessaire",1
"5115","besoin",-1
"5116","besoin",-1
"5117","besoin",0
"5118","nécessaire",0
"5119","nécessaire",0
"5120","needfully",0
"5121","inutile",-1
"5122","inutilement",-1
"5123","besoins",0
"5124","besoins",0
"5125","nécessiteux",-1
"5126","nefarious",-2
"5127","nefariously",-2
"5128","nier",-1
"5129"," négation",-1
"5130","négatif",-1
"5131"," négligence",-2
"5132"," négligence",-2
"5133","négligées",-2
"5134","négligence",-2
"5135"," négligence",-2
"5136","négligeable",-1
"5137","nemesis",-2
"5138","ortie",-1
"5139","délicates",-2
"5140","néanmoins",0
"5141","nerveux",-2
"5142","nerveusement",-2
"5143"," nervosité",-2
"5144","névrotique",-2
"5145"," manière névrotique",-2
"5146","neutraliser",1
"5147","nice",2
"5148","bien",2
"5149","chouette",2
"5150","reproche",-1
"5151","cauchemar",-2
"5152","cauchemardesque",-2
"5153","nightmarishly",-2
"5154","agile",2
"5155","rien",-2
"5156","noble",2
"5157","noblement",2
"5158","bruyant",-1
"5159","non-confiance",-2
"5160","non-confiance",-2
"5161"," non-violence",1
"5162","non-violente",1
"5163","inexistant",-1
"5164","non-sens",-2
"5165","non-violente",0
"5166","normal",1
"5167","fouineuses",-2
"5168","notable",2
"5169","notable",2
"5170","notamment",2
"5171"," noter",2
"5172"," noter",2
"5173","notable",1
"5174","notion",0
"5175","notion",0
"5176","notoire",-2
"5177","notoirement",-2
"5178","roman",2
"5179","nourrir",1
"5180","nourrissante",1
"5181"," nourriture",1
"5182","nuance",0
"5183","nuance",0
"5184","nuances",0
"5185","nuances",0
"5186","nuisance",-2
"5187","nuisance",-2
"5188","numb",-1
"5189","nourrir",2
"5190","nourrir",2
"5191","nourrir",2
"5192","oasis",2
"5193","obéissance",2
"5194","obéissant",2
"5195","docilement",2
"5196","obéir",2
"5197","obese",-2
"5198","obese",-2
"5199","objet",-2
"5200","objection",-2
"5201","objection",-2
"5202","répréhensible",-2
"5203","objections",-2
"5204","objections",-2
"5205","objectif",1
"5206","objectivement",1
"5207","obligation",0
"5208","obligation",0
"5209","obligé",2
"5210","oblique",-1
"5211","effacer",-2
"5212","effacé",-2
"5213","inconscient",-2
"5214","inconscient",-2
"5215","odieux",-2
"5216","odieusement",-2
"5217","obscène",-2
"5218","obscène",-2
"5219","obscénité",-2
"5220","obscur",-1
"5221","obscur",-2
"5222","obscurité",-2
"5223"," obsédés",-2
"5224","obsession",-2
"5225","obsessions",-2
"5226","obsessive",-2
"5227"," manière obsessionnelle",-2
"5228","obsession élémentaire",-2
"5229","obsolète",-1
"5230","obstacle",-2
"5231","obstacle",-2
"5232","obstiné",-2
"5233","obstinément",-2
"5234","obstruer",-1
"5235","obstruction",-1
"5236","discret",-2
"5237","obtus",-2
"5238","éviter",2
"5239","évident",0
"5240","évident",0
"5241","évident",0
"5242","évidemment",-2
"5243","odd",-1
"5244","odd",-1
"5245","odder",-2
"5246","oddest",-2
"5247","bizarreries",-2
"5248","bizarreries",-2
"5249","bizarrerie",-2
"5250","bizarrement",-2
"5251","décalé",2
"5252","infraction",-1
"5253","infraction",-1
"5254","offenser",-2
"5255","offenser",-2
"5256"," délinquance",-2
"5257"," infractions",-2
"5258"," infractions",-2
"5259","offensive",-1
"5260","offensive",-1
"5261","offensive",-1
"5262","offensivement",-2
"5263","offensant",-2
"5264","officieux",-2
"5265","décalage",1
"5266","oh",0
"5267","ok",1
"5268","ok",2
"5269","olympique",0
"5270","sinistre",-2
"5271","encore plus inquiétant",-2
"5272","omission",-1
"5273","omettre",-1
"5274"," côté",-2
"5275","unilatérale",-2
"5276","onéreux",-2
"5277","onerously",-2
"5278","assaut",-1
"5279","assaut",-1
"5280","onward",1
"5281","onward",1
"5282","ouvert",1
"5283","ouvertement",1
"5284","ouvert",0
"5285","ouverture",1
"5286","ouverture",1
"5287","avis",0
"5288","avis",0
"5289","opiniâtre",-2
"5290","avis",0
"5291","avis",0
"5292","adversaire",-2
"5293","opportun",2
"5294","occasion",2
"5295","opportuniste",-1
"5296","opposer ",-2
"5297","opposition",-2
"5298","opposition",-2
"5299"," oppositions",-2
"5300"," oppositions",-2
"5301","opprimer",-2
"5302","oppression",-2
"5303","oppression",-2
"5304","oppressante",-2
"5305","oppressant",-2
"5306","oppressiveness",-2
"5307","oppresseurs",-2
"5308","oppresseurs",-2
"5309","optimale",2
"5310","optimisme",2
"5311","optimiste",1
"5312","opulent",2
"5313","épreuve",-2
"5314","ordonnée",1
"5315","origine",1
"5316","originalité",1
"5317","orphelin",-1
"5318","orthodoxie",0
"5319","frappent ostracisme",-2
"5320","devrait",0
"5321","flambée",-1
"5322","explosion",-2
"5323","explosion",-2
"5324"," débordements",-2
"5325"," débordements",-2
"5326","outcast",-2
"5327","tollé",-2
"5328","obsolète",-1
"5329","surpasser",2
"5330","sortant",1
"5331","outlaw",-2
"5332","outlook",0
"5333","outlook",0
"5334","suranné",-1
"5335","indignation",-2
"5336","indignation",-2
"5337","indignés",-2
"5338","scandaleux",-2
"5339","scandaleux",-2
"5340","outrageusement",-2
"5341"," démesure",-2
"5342","outrages",-2
"5343","carrément",0
"5344","outshine",2
"5345","outsider",-1
"5346"," déjouer",2
"5347","outspoken",0
"5348","outspoken",0
"5349","exceptionnelle",2
"5350","exceptionnellement",2
"5351","dépasser",2
"5352","déjouer",2
"5353","ovation",2
"5354","ovation",2
"5355"," -représentation",-2
"5356"," -évaluation",-1
"5357"," -évaluation",-1
"5358","perfectionniste",2
"5359","overact",-2
"5360","overact",-2
"5361","overacted",-2
"5362","overawe",-1
"5363","basculer",-1
"5364"," déséquilibre",-1
"5365","dominateur",-2
"5366","overbearingly",-2
"5367","exagéré",-2
"5368","surmonter",-2
"5369","trop",-2
"5370","surfait",-2
"5371"," retard",-2
"5372","trop",-2
"5373","fou  joie",2
"5374","overkill",-2
"5375","négliger",-2
"5376","exagérer",-2
"5377","maîtriser",-1
"5378","trop loin",-1
"5379","dépassement",-1
"5380","faire  ombre",-1
"5381","surveillance",-1
"5382","simplification",-1
"5383","simplifiée  extrême",-1
"5384","simplifier  extrême",-1
"5385","surdimensionné",-1
"5386","exagérer",-2
"5387","surévaluation",-2
"5388","surévaluation",-2
"5389"," exagérations",-2
"5390","manifeste",0
"5391","surchargées",-1
"5392","renverser",-1
"5393","renverser",-1
"5394","ouverture",2
"5395","ouverture",2
"5396","ouvertures",0
"5397","ouvertures",0
"5398","submerger",-1
"5399","écrasante",-2
"5400","massivement",-2
"5401","surchargé  travail",-2
"5402"," excès  zèle",-2
"5403","overzealously",-2
"5404","pacifiste",2
"5405"," pacifistes",2
"5406"," pacifistes",2
"5407","pacifier",0
"5408"," douleur",-2
"5409"," douleur",-2
"5410"," douleur",-1
"5411","douloureux",-1
"5412","douloureusement",-1
"5413","indolore",1
"5414"," douleur",1
"5415","douleurs",-2
"5416","douleurs",-2
"5417","laborieux",2
"5418","minutieusement",2
"5419"," goût agréable",2
"5420","palais",2
"5421","pâle",-1
"5422","pâle",-1
"5423","pallier",2
"5424","dérisoire",-2
"5425","choyer",1
"5426","pan",-1
"5427"," pandémonium",-2
"5428"," panique",-2
"5429"," panique",-2
"5430"," panique",-2
"5431","paradis",2
"5432","paradoxal",-2
"5433","paradoxalement",-2
"5434","paralize",-1
"5435","paralysé",-1
"5436","paramount",2
"5437"," paranoïa",-2
"5438","paranoïaque",-2
"5439","parasite",-1
"5440","pardon",2
"5441","paria",-2
"5442","parodie",-2
"5443"," partialité",-2
"5444"," partialité",-2
"5445","particulier",0
"5446"," particulier",0
"5447","partisan",-2
"5448","partisan",-2
"5449","partisans",-2
"5450","partisans",-2
"5451","passe",-2
"5452","passion",2
"5453","passionné",2
"5454","passionnément",2
"5455","passive",-1
"5456","passive",-2
"5457"," passivité",-2
"5458"," passivité",-2
"5459","pathétique",-2
"5460","pathétiquement",-2
"5461","patience",2
"5462","patient",1
"5463","patient",1
"5464","patient",1
"5465","patiemment",2
"5466","patriot",2
"5467","patriotique",2
"5468","fréquenter",-2
"5469","manque",-2
"5470","manque",-2
"5471","pauvre",-2
"5472","paupers",-2
"5473","paupers",-2
"5474","remboursement",-2
"5475","remboursement",-2
"5476"," paix",1
"5477"," paix",1
"5478","paisible",2
"5479","paisible",1
"5480","paisible",1
"5481","paisiblement",1
"5482"," soldats   paix",1
"5483"," soldats   paix",1
"5484","particulière",-2
"5485","curieusement",-2
"5486","pédant",-2
"5487"," piétons",-1
"5488","peerless",2
"5489","bête noire",-2
"5490","irrité",-2
"5491","hargneux",-2
"5492"," humeur",-2
"5493","pénaliser",-2
"5494","pénalité",-1
"5495","pénalité",-1
"5496","pénétrant",2
"5497","pénitent",2
"5498"," perceptions",0
"5499"," perceptions",0
"5500","perspicace",2
"5501","parfait",2
"5502","parfait",2
"5503","parfait",2
"5504"," perfection",2
"5505","parfaitement",2
"5506","perfide",-2
"5507","perfidity",-2
"5508","sommaire",-2
"5509","sommaire",-2
"5510","peut-être",0
"5511","péril",-2
"5512","périlleux",-1
"5513","dangereusement",-1
"5514","périphérique",-1
"5515","périsse",-2
"5516","permissible",1
"5517","pernicieuse",-2
"5518","perplexe",-2
"5519","perplexe",-2
"5520","perplexe",-2
"5521","perplexité",-2
"5522","persécuter",-2
"5523"," persécution",-2
"5524"," persécution",-2
"5525"," persévérance",2
"5526","persévérer",2
"5527"," persistance",0
"5528"," persistance",0
"5529","persistante",1
"5530","persistante",1
"5531","personnages",1
"5532","personnages",1
"5533","personnalité",2
"5534","personnalité",2
"5535","point  vue",0
"5536","point  vue",0
"5537","livre explicite",2
"5538","perspicuously",2
"5539","persuader",2
"5540","persuasif",2
"5541","persuasif",2
"5542"," manière  plus convaincante",2
"5543","pertinacious",-2
"5544","pertinaciously",-2
"5545","pertinacity",-2
"5546","pertinentes",1
"5547","perturber",-2
"5548","perturbé",-2
"5549","omniprésente",-2
"5550","omniprésente",-2
"5551","pervers",-2
"5552","paradoxalement",-2
"5553"," perversion",-2
"5554"," perversité",-2
"5555","pervers",-2
"5556","pervers",-2
"5557"," pessimisme",-2
"5558","pessimiste",-2
"5559","pessimiste",-2
"5560","ravageur",-2
"5561","pestilence",-2
"5562","pétrifier",-2
"5563","pétrifié",-2
"5564","pettifog",-2
"5565"," petite",-2
"5566","phénoménal",2
"5567","phénoménal",2
"5568","philosopher",0
"5569"," phobie",-2
"5570","phobique",-2
"5571","faux",-2
"5572","pointilleux",-2
"5573","pittoresque",2
"5574"," piété",1
"5575"," pillage",-2
"5576","pilier",2
"5577","pilier",2
"5578","pilori",-2
"5579","pincée",-1
"5580","pincée",-1
"5581","pin",-2
"5582","pinnacle",2
"5583","pieux",2
"5584","pique",-1
"5585","lapidaire",2
"5586","lapidaire",2
"5587","pitoyable",-2
"5588","pitoyable",-2
"5589","pitoyablement",-2
"5590","impitoyable",-2
"5591"," pitié",-2
"5592","bouchée  pain",-2
"5593","dommage",-2
"5594","dommage",-2
"5595","pivot",0
"5596","apaiser",2
"5597","placid",1
"5598","plagier",-2
"5599"," peste",-2
"5600"," peste",-2
"5601"," peste",-1
"5602","plaine",1
"5603","clairement",2
"5604","plausibilité",2
"5605","plausible",2
"5606","joueur",0
"5607","joueur",0
"5608","ludique",2
"5609","ludique",2
"5610","jouet",-2
"5611","jouet",-2
"5612","plaider",0
"5613"," plaidoirie ",0
"5614","suppliant",0
"5615","moyen",-1
"5616","moyens",-2
"5617","moyens",-2
"5618","agréable",1
"5619","agréablement",1
"5620","merci",2
"5621","heureux",2
"5622","agréable",2
"5623","agréablement",2
"5624","agréable",2
"5625","temporaires",2
"5626","plaisir",2
"5627","plaisir",2
"5628","plébéien",-2
"5629","gage",2
"5630","gage",2
"5631"," engagements",2
"5632"," engagements",2
"5633","plénière",0
"5634","abondante",1
"5635","beaucoup",2
"5636","sort",-2
"5637","parcelle",-2
"5638"," traceurs",-2
"5639"," traceurs",-2
"5640","stratagème",-2
"5641","stratagème",-2
"5642","plunder",-2
"5643","plunderer",-2
"5644","peluche",2
"5645","poétique",2
"5646","poeticize",2
"5647","poignant",2
"5648","point",0
"5649","point",0
"5650","inutile",-1
"5651","inutilement",-1
"5652","poise",2
"5653","  point",2
"5654","poison",-2
"5655","poison",-2
"5656","poisonous",-1
"5657","poisonously",-1
"5658","polarisation",-2
"5659","polarisation",-2
"5660","polemize",-2
"5661","poli",1
"5662","poli",1
"5663"," politesse",1
"5664","pollute",-1
"5665","polluter",-2
"5666","polluter",-2
"5667"," pollueurs",-2
"5668"," pollueurs",-2
"5669","pollution  ",-1
"5670","pompous",-2
"5671","méditer",0
"5672","pauvres",-1
"5673","mal",-2
"5674","populaire",1
"5675","populaire",1
"5676","popularité",1
"5677","popularité",1
"5678","portable",1
"5679","chic",2
"5680","position",0
"5681","position",0
"5682","positif",1
"5683","positivité",2
"5684","positivement",2
"5685","possibilité",0
"5686","possibilité",0
"5687","possible",0
"5688","éventuellement",0
"5689"," postérité",1
"5690"," posture",0
"5691"," posture",0
"5692"," gesticulation",-2
"5693"," gesticulation",-2
"5694","puissant",2
"5695","potentiel",1
"5696","potentiel",1
"5697","pout",-2
"5698"," pauvreté",-2
"5699","puissance",0
"5700","puissance",0
"5701","puissant",1
"5702","puissamment",1
"5703","impuissant",-1
"5704","possible",1
"5705","pratique",1
"5706","pratiquement",0
"5707","pragmatique",2
"5708","praise",2
"5709","praise",2
"5710","louable",2
"5711","éloge ",2
"5712","éloge ",2
"5713","prate",-2
"5714","finale  queue  poisson",-2
"5715"," bavardages",-2
"5716","prier",0
"5717","pré-éminent",1
"5718","prêcher",2
"5719"," prédication",2
"5720"," prédication",2
"5721","précaire",-1
"5722","précaire",-1
"5723","précaution",2
"5724","précautions",2
"5725","précédent",1
"5726","précieux",2
"5727","précieux",0
"5728","précieux",2
"5729","précipiter",-2
"5730","précipitée",-2
"5731","précis",1
"5732","précisément",1
"5733","précision",1
"5734","prédateurs",-1
"5735","situation",-2
"5736","prévisible",0
"5737","predictablely",0
"5738","predominant",0
"5739","prééminent",1
"5740"," préemption",1
"5741","préférez",2
"5742","préférable",2
"5743","préférable",2
"5744"," préférence",2
"5745"," préférence",2
"5746","préférences",2
"5747","préférences",2
"5748","préjuger",-2
"5749","préjudice",-2
"5750","préjudice",-2
"5751","préjudiciable",-2
"5752","prémédité",-2
"5753","premier",1
"5754","premium",1
"5755","préoccuper",-1
"5756","préparé",1
"5757","prépondérance",2
"5758","prépondérance",2
"5759","absurde",-2
"5760","aberrante",-2
"5761","appuyez ",1
"5762"," appuyant ",-2
"5763"," appuyant ",-2
"5764"," pression",0
"5765"," pression",0
"5766"," pressions",0
"5767"," pressions",0
"5768","prestige",2
"5769","prestigieux",1
"5770"," doute",0
"5771","présumer",-2
"5772","présomptueux",-2
"5773","présomptueux",-2
"5774","présomptueux",-2
"5775","prétexte",-2
"5776","prétexte",-2
"5777","faire semblant",-2
"5778"," faux-semblant",-2
"5779"," faux-semblant",-2
"5780","prétentieux",-2
"5781","prétentieuse",-2
"5782","joliment",2
"5783","jolie",2
"5784","répandue",0
"5785","tergiverser",-2
"5786","inestimable",2
"5787","cher",-1
"5788","prickle",-2
"5789","aiguillons",-2
"5790","aiguillons",-2
"5791"," fierté",2
"5792","orgueilleux",-2
"5793","principalement",0
"5794","primaire",0
"5795"," premier",0
"5796","primitive",-1
"5797","primitive",-1
"5798","principe",1
"5799","principe",1
"5800","fondée   principes",1
"5801","prison",-1
"5802","prisonnier",-1
"5803","privilège",2
"5804","privilégié",2
"5805","prix",2
"5806","pro",1
"5807","pro-Américain",2
"5808","pro-Américain",2
"5809","pro-Pékin",2
"5810","pro-Pékin",2
"5811","pro-Cuba",2
"5812","pro-Cuba",2
"5813"," faveur   paix",2
"5814"," faveur   paix",2
"5815","proactive",2
"5816","proactive",2
"5817","problème",-1
"5818","problématique",-2
"5819","problématique",-2
"5820","problèmes",-1
"5821","problèmes",-1
"5822","proclamer",0
"5823"," procrastination",-2
"5824"," procrastination",-2
"5825","prodigieuse",2
"5826","prodigieusement",2
"5827","prodigy",2
"5828","productif",1
"5829","profane",-2
"5830","profane",-2
"5831"," blasphème",-2
"5832","profess",2
"5833","proficient",2
"5834","proficiently",2
"5835","résultat",1
"5836","résultat",1
"5837","rentable",1
"5838","profound",2
"5839","profondément",2
"5840","profuse",2
"5841","abondamment",2
"5842","profusion",2
"5843","pronostiquer",0
"5844","progrès",1
"5845","progrès",1
"5846","progressive",1
"5847","interdire",-1
"5848","prohibitif",-1
"5849","trop",-1
"5850","prolifique",1
"5851","éminents",1
"5852"," importance",1
"5853","promesse",2
"5854","promesse",2
"5855","prometteur",2
"5856","promoteur",2
"5857","promoteur",2
"5858","invite",1
"5859","rapidement",1
"5860"," propagande",-2
"5861"," propagande",-2
"5862","  propagande",-2
"5863","bon",1
"5864","correctement",1
"5865","prophétiser",0
"5866","propice",2
"5867","propitiously",2
"5868","quote",0
"5869","quote",0
"5870","proportionnellement",0
"5871","interdiction",-2
"5872","interdiction",-2
"5873","proscriptions",-2
"5874","proscriptions",-2
"5875","poursuivre",-2
"5876","perspective",1
"5877","perspective",1
"5878","perspectives",1
"5879","perspectives",1
"5880","prosper",2
"5881"," prospérité",1
"5882"," prospérité",1
"5883","prospère",1
"5884","protéger",1
"5885"," protection  ",1
"5886"," protection",1
"5887","protecteur",2
"5888","protecteur",2
"5889"," protestation",-2
"5890"," protestation",-2
"5891"," protestation",-2
"5892","manifestations",-1
"5893","manifestations",-1
"5894","prolongée",-1
"5895","fier",2
"5896","prouver",0
"5897"," providence",2
"5898"," provocation",-2
"5899"," provocation",-2
"5900","provocateur",-2
"5901","provocateur",-2
"5902","provoquer",-2
"5903","prouesses",2
"5904"," prudence",1
"5905"," prudence",1
"5906","prudent",2
"5907","prudemment",2
"5908","pry",-1
"5909","pugnace",-2
"5910","pugnaciously",-2
"5911","pugnacité",-2
"5912","punch",-2
"5913","punch",-2
"5914","ponctuel",2
"5915"," experts",2
"5916"," experts",2
"5917","punir",-2
"5918","punissable",-1
"5919","punitifs",-1
"5920","punitifs",-1
"5921","chétif",-2
"5922"," marionnettes",-2
"5923"," marionnettes",-2
"5924","marionnettes",-2
"5925","marionnettes",-2
"5926","pure",1
"5927"," purification  ",1
"5928","purifier",1
"5929"," pureté",1
"5930","motivantes",2
"5931","puzzle",-2
"5932","perplexe",-2
"5933"," perplexité",-2
"5934","déroutant",-2
"5935","quack",-2
"5936","pittoresque",2
"5937","qualifié",1
"5938","qualifier",1
"5939","qualifier",1
"5940","scrupule",-2
"5941","scrupule",-2
"5942","dilemme",-2
"5943","querelle",-1
"5944","querelle",-1
"5945","querelle",-2
"5946","quarrellous",-2
"5947","quarrellously",-2
"5948"," querelles",-2
"5949","querelleur",-2
"5950","annulation",-2
"5951"," quasi-allié",2
"5952"," quasi-allié",2
"5953","queer",-1
"5954","étancher",1
"5955","discutable",-2
"5956","discutable",-2
"5957","chipoter",-2
"5958","quicken",2
"5959","rapide",0
"5960","calme",0
"5961","quitter",-1
"5962","tout  fait",0
"5963","quitter",-2
"5964"," racisme",-1
"5965"," racisme",-1
"5966","racistes",-2
"5967","racistes",-2
"5968","racistes",-2
"5969"," racistes",-2
"5970"," racistes",-2
"5971","rack",-2
"5972","radiance",2
"5973","radiant",2
"5974","radical",-2
"5975","radical",-2
"5976","radical",-2
"5977"," radicalisation",-2
"5978"," radicalisation",-2
"5979","radicalement",-2
"5980"," radicaux",-2
"5981","rage",-2
"5982","rage",-2
"5983"," lambeaux",-2
"5984","rage",-2
"5985","rail",-2
"5986","rallye",2
"5987","rampage",-2
"5988","rampant",-2
"5989","délabrée",-2
"5990","rancoeur",-2
"5991","rang",-2
"5992","rankle",-2
"5993","coup  gueule",-2
"5994","coup  gueule",-2
"5995","rodomontades",-2
"5996","rantingly",-2
"5997","rapide",0
"5998","rapprochement",1
"5999","rapprochement",1
"6000","rapport",2
"6001","rapt",2
"6002","ravissement",2
"6003","ravissement",2
"6004","raptureous",2
"6005","raptureously",2
"6006","extatique",2
"6007"," ravissement",2
"6008","rare",0
"6009","rarement",0
"6010","coquin",-2
"6011","éruption cutanée",-2
"6012","rat",-1
"6013","plutôt",0
"6014","plutôt",0
"6015","rationnelle",2
"6016"," rationalité",1
"6017"," rationalité",1
"6018","rationaliser",-2
"6019","hochet",-2
"6020","ravage",-2
"6021","rave",2
"6022","furieux",-2
"6023","re-conquête",2
"6024","re-conquête",2
"6025","réagir",0
"6026","réaction",0
"6027","réaction",0
"6028","réactionnaire",-2
"6029","réactions",0
"6030","réactions",0
"6031","préparation",0
"6032","préparation",0
"6033","facilement",1
"6034","prêt",1
"6035","réaffirmer",1
"6036","réaffirmation",1
"6037","réaffirmation",1
"6038","réel",1
"6039","réaliste",2
"6040","réaliste",2
"6041"," façon réaliste",2
"6042","réalisation",0
"6043","réalisation",0
"6044","vraiment",0
"6045","raison",1
"6046","raisonnable",1
"6047","raisonnablement",1
"6048","motivé",1
"6049","rassurer",2
"6050","rassurer",2
"6051","rassurer",2
"6052","rebelle",-2
"6053","rebuffade",-2
"6054","réprimande",-2
"6055","récalcitrants",-2
"6056","abjurer",-2
"6057","réceptif",2
"6058"," récession",-1
"6059"," récession",-1
"6060","téméraire",-2
"6061","imprudemment",-2
"6062","insouciance",-2
"6063","récupérer",1
"6064"," reconnaissance",1
"6065"," reconnaissance",1
"6066","reconnaissable",0
"6067","reconnaissable",0
"6068"," recul",-2
"6069","recommander",2
"6070","recommandation",2
"6071","recommandations",2
"6072","recommandations",2
"6073","recommandé",2
"6074","récompense",1
"6075","récompense",1
"6076","concilier",1
"6077"," réconciliation",1
"6078"," réconciliation",1
"6079"," record ",1
"6080","recours",-1
"6081","recours",-1
"6082","récupérer",1
"6083","rectification",2
"6084","rectification",2
"6085","rectifier",2
"6086"," rectification  ",2
"6087"," rectification  ",2
"6088","racheter",2
"6089","rachat ",2
"6090","rachat",2
"6091"," redondance",-1
"6092","redondant",-1
"6093","rétablir",1
"6094","affiner",1
"6095","raffiné",1
"6096","raffinement",1
"6097","reflétant",0
"6098","reflétant",0
"6099","réfléchissant",0
"6100"," réforme",1
"6101"," réforme",1
"6102","actualiser",1
"6103","rafraîchissant",2
"6104","refuge",2
"6105","refus",-1
"6106","refus",-1
"6107","refuser",-2
"6108","réfutation",-2
"6109","réfutation",-2
"6110","réfuter",-2
"6111","regal",2
"6112","majestueusement",2
"6113","sujet",2
"6114","sujet",0
"6115","  ",0
"6116","regardlessly",0
"6117"," régression",-1
"6118","régression",-1
"6119","régressif",-1
"6120","regret",-2
"6121","regret",-2
"6122","regret",-2
"6123"," regrets",-2
"6124","malheureusement",-2
"6125","regrettable",-2
"6126","malheureusement",-2
"6127","réhabiliter",1
"6128","réhabilitation",1
"6129","renforcer",1
"6130","renforcement",1
"6131","réitérer",0
"6132","a réitéré",0
"6133","a réitéré",0
"6134","réitère",0
"6135","réitère",0
"6136","rejeter",-2
"6137","rejet",-2
"6138","rejet",-2
"6139","réjouissez-",2
"6140","réjouissance",2
"6141","rejoicingly",2
"6142"," rechute",-1
"6143"," relations",0
"6144"," relations",0
"6145","détendez-",1
"6146","détendu",1
"6147","lâcher  lest",2
"6148","implacable",-2
"6149"," relâche",-2
"6150","acharnement",-2
"6151","pertinentes",1
"6152"," pertinence",1
"6153","fiable",1
"6154"," fiabilité",1
"6155","fiable",1
"6156"," secours",2
"6157"," secours",2
"6158","soulager",1
"6159","relish",2
"6160"," réticence",-2
"6161"," réticence",-2
"6162","reluctant",-1
"6163"," contrecœur",-1
"6164","remarque",0
"6165","remarque",0
"6166","remarquable",2
"6167","remarquable",2
"6168","remarquablement",2
"6169","remède",1
"6170","rappelle",2
"6171","rappelle",2
"6172","remords",-2
"6173","remords",-2
"6174","plein  remords",-2
"6175","plein  remords",-2
"6176","remorsefully",-2
"6177"," remord",-2
"6178","",-2
"6179","remorselessness",-2
"6180","rémunérer",2
"6181","renaissance",2
"6182","renouvelables",0
"6183","renouvellement",1
"6184","rénover",1
"6185","rénovation",1
"6186","renoncer ",-2
"6187","renommée",2
"6188"," renom",2
"6189"," renonciation",-2
"6190","réparation",1
"6191","réparation",1
"6192","réparation",1
"6193","rembourser",2
"6194","repousser",-1
"6195"," repentir",2
"6196"," repentance",2
"6197","répétitif",-1
"6198","remplie",0
"6199","répréhensible",-2
"6200","répréhensible",-2
"6201","reprehensibly",-2
"6202","répréhension",-2
"6203","reprehensive",-2
"6204","réprimer",-1
"6205"," répression",-1
"6206"," répression",-1
"6207","répressif",-1
"6208","réprimande",-2
"6209"," tout reproche",-2
"6210"," tout reproche",-2
"6211"," tout reproche",-2
"6212"," reproche",-2
"6213","reprends",-2
"6214","reprovingly",-2
"6215","répudier",-2
"6216"," répudiation",-2
"6217"," répudiation",-2
"6218","repugn",-2
"6219","répugnance",-2
"6220","répugnant",-2
"6221","repugnantly",-2
"6222","repulse",-1
"6223","repoussé",-1
"6224","repoussant",-2
"6225","répugnant",-2
"6226","repoussante",-2
"6227","repulsiveness",-2
"6228"," bonne réputation",1
"6229","réputé",0
"6230","sauvetage",1
"6231","sauvetage",1
"6232","resent",-2
"6233","plein  ressentiment",-2
"6234"," ressentiment",-2
"6235"," ressentiment",-2
"6236","réservations",-1
"6237","réservations",-1
"6238","démission",-1
